"","X.2","X.1","Edad","nivel_de_educaccion","ORG_BASE","Acceso_a_internet","miembros_familia","informacion_telefono_confianza","Tipo_de_Celular","informacion_telefono","Clima","finaca_uso_cafe","Finaca_hectares","ALTITUD_m_s_n_m","EDAD_DE_CULTIVO","Distanciamiento_entre_plantas","Distanciamiento_entre_filas","alimentos_procedencia","tierra_tenencia","empezar_cultivar_cafe","cafe_suelo_calidad","cafe_tierra","numeroplantasproduccionhectarea","capacitacion_cafe","cafe_pracitcas","num_cafe_pracitcas","distinct_cafe_pracitcas","num_aplic_fertilizers","enfermedades","num_enfermedades","distinct_enfermedades","num_fungal_enfermedades","num_pest_enfermedades","num_other_enfermedades","variedades","num_variedades","distinct_variedades","arbol_bajosombra","num_arbolessombra","distinct_arbolessombra","floracion_normal","floracion","plantas_etapa","X_GPS_longitude","X_GPS_altitude.y","yoloV8_aver","RealCherriesBranch.x","ID","Climate","FarmUseCoffee","FarmArea","Altitude","SoilQuality","CoffeeLand","TypesShadeTrees","DistinctShadeTrees","AltitudeGPS","RealCherriesBranch.y","RH2M_avg","T2M","PR","clase_ufh","distri_adt","profundi","simb_final","p_idh","p_textura","p_profundi","s_uc_fase","municipio","p_humedad","taxonomia","p_temp","p_co","co","p_sat_alum","perfil","pedrego","humedad","unidad_cli","drenaje","vlr_pote_f","sim_clim_f","n_rang_ufh","p_inund","rango_pend","uc_suelo","pendiente","etp_ppt","rango_idh","salinidad","perd_sue","sb","s_uc","ce","sat_alum","p_ph","p_cic","limitante","ph","p_sb","area_ha","p_drenaje","alt_msnm","p_pend","sue_no_sue","inund","cod_depart","temp_med","p_perd_sue","cic","p_salini","departamen","p_sodio","textura","cod_dane_m","p_pedrego","vlr_pote","consecutiv","geometry","X","X_GPS_latitude","X_GPS_altitude","production_farm_yolo","production_farm_real"
"217",214,214,"4655","secundaria_completa","cooperativa caficultores de genova","yes",2,"seguro","smart_phone","no uso mi telefono para esto","calido",8,11,1596,7,1.2,1.4,"comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5952.380952,"semestral","deshierbe ferti_plag_enfere control_de_plagas_y_enfermedades",3,3,3,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"guamo",1,1,"muy baja","poca","cabeza_de_alfiler",-75.7884023,1554.515769,35.26,22.1995614,152,"calido",8,11,1596,"buen_suelo_para_el_cafe","inclinado",1,1,1554.515769,22.1995614,88.74,15.69,5.81,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7884023"," 4.2522677)",4.2522677,1554.51576900001,671.148148148148,374.925925925926
"218",215,215,"5665","primaria_incompleta","cooperativa","no",2,"seguro","smart_phone","no uso mi telefono para esto","calido",5,11,1593,15,1.3,1.5,"producido_en_la_finaca","dueno","10+","buen_suelo_para_el_cafe","inclinado",5128.205128,"semestral","ferti_plag_enfere deshierbe control_de_plagas_y_enfermedades",3,3,2,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"guamo",1,1,"muy poco","poca","cabeza_de_alfiler",-75.788723,1480.832153,16.3,11.23809524,74,"templado",1.3,2.6,1719,"buen_suelo_para_el_cafe","plano__recto",1,1,1719,14.51378446,86.75,18.58,1.28,"4",0,"Profundo","04Qc-67",10,6,10,"AQ6c","Piendamó",15,"TYPIC HAPLUDANDS",0,3,12.2,0,"CC-05","No pedregoso","Udico","Templado húmedo","Bien",64,"Q",67,0,"45998","AQCc","c","0.5 - 1","0,77 - 0,99","No salino","Baja",8,"AQ6",0,0,4,5,"Sin limitante",5.1,0,3466.779513,10,"1000-2000",10,"Suelo","No hay",19,"18-24",0,54.9,0,"Cauca",0,"Franco arenosa",19548,0,73,101382,"c(-76.5727658"," 2.7117455)",4.2488205,1480.83215332031,218.222222222222,148.592592592593
"219",216,216,"5665","primaria_incompleta","cooperativa","no",2,"seguro","smart_phone","no uso mi telefono para esto","calido",5,11,1593,15,1.3,1.5,"producido_en_la_finaca","dueno","10+","buen_suelo_para_el_cafe","inclinado",5128.205128,"semestral","ferti_plag_enfere deshierbe control_de_plagas_y_enfermedades",3,3,2,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"guamo",1,1,"muy poco","poca","cabeza_de_alfiler",-75.788723,1480.832153,16.3,11.23809524,153,"calido",5,11,1593,"buen_suelo_para_el_cafe","inclinado",1,1,1480.832153,11.23809524,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.788723"," 4.2488205)",4.2488205,1480.83215332031,218.222222222222,148.592592592593
"220",217,217,"4655","secundaria_incompleta","cooperativa caficultores de genova","no",2,"seguro","non_internet_capable_phone","no uso mi telefono para esto","calido",3,4.3,1538,6,1.3,1.5,"comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5128.205128,"semestral","ferti_plag_enfere deshierbe",2,2,2,"mancha_de_hierro",1,1,1,0,0,"castillo",1,1,"guamo",1,1,"muy bajos","poca","cabeza_de_alfiler",-75.7913446,1373.081055,24.26,19.12557078,154,"calido",3,4.3,1538,"buen_suelo_para_el_cafe","inclinado",1,1,1373.081055,19.12557078,88.74,15.69,5.81,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7913446"," 4.2534126)",4.2534126,1373.0810546875,439.296296296296,310.259259259259
"221",218,218,"4655","secundaria_completa","aroma de campo","yes",3,"muy_seguro","smart_phone","recomendaciones agricolas","calido",4.6,4.6,1650,3,1.3,1.5,"comprado__mercado","la_mayor_parte_de_la_tierra_es_propiedad","5+","buen_suelo_para_el_cafe","con_pendientes_pronunciadas",5128.205128,"mensual","poda eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",5,5,9,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"guamo platano",2,2,"por el invierno las floraciones han estado escasas","clima_afecta","cabeza_de_alfiler",-75.7822401,1703.3,38.04,21.19860017,155,"calido",4.6,4.6,1650,"buen_suelo_para_el_cafe","con_pendientes_pronunciadas",2,2,1703.3,21.19860017,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7822401"," 4.2009212)",4.2009212,1703.3,1627.2962962963,897.407407407408
"222",219,219,"5665","primaria_completa","aroma de campo","yes",3,"seguro","smart_phone","recomendaciones agricolas","calido",5,6,1600,4,1.2,1.5,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5555.555556,"mensual","poda eliminacion_de_chupones control_de_plagas_y_enfermedades ferti_plag_enfere deshierbe",5,5,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"guamo platano lechudos nativos",4,4,"por qué está lloviendo mucho","clima_afecta","floreciendo",-75.7792608,1635.2,10.96,11.91036415,156,"calido",5,6,1600,"buen_suelo_para_el_cafe","inclinado",4,4,1635.2,11.91036415,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7792608"," 4.2029675)",4.2029675,1635.2,435.148148148148,472.444444444444
"223",220,220,"3645","educacion_tecnica","ninguna","no",1,"seguro","smart_phone","recomendaciones agricolas","calido",3,8,1500,10,1.2,1.5,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5555.555556,"mensual","ferti_plag_enfere deshierbe",2,2,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"guamo",1,1,"muy poquita","poca","color_verde_intenso",-75.8235877,1785.431396,22.44,21.08688784,157,"calido",3,8,1500,"buen_suelo_para_el_cafe","inclinado",1,1,1785.431396,21.08688784,83.62,17.37,3.39,"10",0,"Superficiales","10Pf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado muy húmedo","Bien",31,"P",30,0,"50-75","GEf2","f","0.25 - 0.5","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,966.4397261,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54279,"c(-75.8235877"," 4.1834885)",4.1834885,1785.43139648438,539.111111111111,494.37037037037
"224",221,221,"3645","secundaria_completa","ninguna","yes",4,"muy_seguro","smart_phone","informacion de mercado","calido",5,5,1618,3,1.2,1.5,"comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5555.555556,"semanal","ferti_plag_enfere poda eliminacion_de_chupones deshierbe control_de_plagas_y_enfermedades",5,5,1,"mancha_de_hierro",1,1,1,0,0,"castillo",1,1,"guamo",1,1,"normal","normal","color_verde_intenso",-75.7880764,1633.949219,36.7,38.84615385,158,"calido",5,5,1618,"buen_suelo_para_el_cafe","inclinado",1,1,1633.949219,38.84615385,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7880764"," 4.2302072)",4.2302072,1633.94921875,824.111111111111,785.555555555556
"225",222,222,"4655","secundaria_completa","ninguna","no",2,"seguro","smart_phone","no uso mi teléfono para esto","templado",4,6,1500,3,1.2,1.3,"producido_en_la_finaca comprado__mercado","se_alquila_todo_el_terreno","10+","buen_suelo_para_el_cafe","inclinado",6410.25641,"nunca","poda deshierbe ferti_plag_enfere control_de_plagas_y_enfermedades",4,4,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"platano",1,1,"poquita","poca","color_verde_intenso",-75.7872767,1623.390625,33,30.51937984,159,"templado",4,6,1500,"buen_suelo_para_el_cafe","inclinado",1,1,1623.390625,30.51937984,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7872767"," 4.2299526)",4.2299526,1623.390625,635.555555555556,583.259259259259
"226",223,223,"3645","secundaria_completa","cooperativa caficultores de genova","yes",3,"nada_seguro","smart_phone","no uso mi telefono para esto","templado",10,10,1450,1,1.5,1.4,"comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",4761.904762,"nunca","poda control_de_la_erosion_del_suelo deshierbe ferti_plag_enfere control_de_plagas_y_enfermedades",5,5,1,"antracnosis roya_amarilla",2,2,1,1,0,"castillo",1,1,"guamo",1,1,"muy poca floración","poca","varias_etapas",-75.788144,1527,47.48,27.98914729,160,"templado",10,10,1450,"buen_suelo_para_el_cafe","inclinado",1,1,1527,27.98914729,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.788144"," 4.2063287)",4.2063287,1527,1264.59259259259,668.62962962963
"227",224,224,"5665","educacion_tecnica","aroma de campo","no",3,"seguro","smart_phone","recomendaciones agricolas","calido",4.7,5,1650,4,1.3,1.5,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5128.205128,"semanal","poda control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere eliminacion_de_chupones",5,5,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"cedros vainillos platano",3,3,"normal","normal","cabeza_de_alfiler",-75.7680816,1725.1,24.19,16.65111562,161,"calido",4.7,5,1650,"buen_suelo_para_el_cafe","inclinado",3,3,1725.1,16.65111562,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7680816"," 4.2016825)",4.2016825,1725.1,1314.77777777778,912.111111111111
"228",225,225,"4655","secundaria_completa","aroma de campo","no",3,"seguro","smart_phone","recomendaciones agricolas","calido",5,8.5,1550,4,1,1.2,"comprado__mercado producido_en_la_finaca","dueno","10+","buen_suelo_para_el_cafe","inclinado",8333.333333,"mensual","poda eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",5,5,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"guamo nogal platano arboles_frutales",4,4,"normal","normal","varias_etapas",-75.7780128,1660.1,22.37,10.64768413,162,"calido",5,8.5,1550,"buen_suelo_para_el_cafe","inclinado",4,4,1660.1,10.64768413,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7780128"," 4.2070518)",4.2070518,1660.1,1102.88888888889,519.37037037037
"229",226,226,"4655","secundaria_completa","aroma de campo","yes",3,"seguro","smart_phone","recomendaciones agricolas","calido",4,5,1700,5,1,1.5,"comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",6666.666667,"semanal","poda eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",5,5,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"nogal cafetero platano guamo",4,4,"por tanta lluvia no deja florecer bien","clima_afecta","floreciendo",-75.7696007,1665.6,11.63,9.434746467,163,"calido",4,5,1700,"buen_suelo_para_el_cafe","inclinado",4,4,1665.6,9.434746467,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7696007"," 4.2032438)",4.2032438,1665.6,518,420.37037037037
"230",227,227,"3645","educacion_tecnica","aroma de campo","yes",4,"seguro","smart_phone","recomendaciones agricolas","calido",4.16,5.67,1650,4,1,1.5,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",6666.666667,"semanal","poda eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere poda",6,5,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"nogal platano",2,2,"florece cada que hay un buen clima","clima_afecta","floreciendo",-75.7685743,1651.6,56,41.17195767,164,"calido",4.16,5.67,1650,"buen_suelo_para_el_cafe","inclinado",2,2,1651.6,41.17195767,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7685743"," 4.2046877)",4.2046877,1651.6,3256.14814814815,2305.62962962963
"231",228,228,"5665","educacion_tecnica","aroma de campo","yes",5,"seguro","smart_phone","recomendaciones agricolas","calido",5,5,1600,2,1,1.2,"comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","plano__recto",8333.333333,"mensual","poda control_de_plagas_y_enfermedades eliminacion_de_chupones deshierbe ferti_plag_enfere",5,5,16,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"nogal arboles_frutales platano",3,3,"por el tiempo, faltó sol para que los árboles preparen mejor","clima_afecta","varias_etapas",-75.776419,1642.8,23.37,17.61792863,165,"calido",5,5,1600,"buen_suelo_para_el_cafe","plano__recto",3,3,1642.8,17.61792863,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.776419"," 4.208058)",4.208058,1642.8,987.925925925926,749.740740740741
"232",229,229,"3645","secundaria_completa","aroma de campo","yes",4,"seguro","smart_phone","recomendaciones agricolas","calido",5,6.46,1620,4,1,1.2,"comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",8333.333333,"mensual","poda eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",5,5,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"nogal guamo arboles_frutales platano",4,4,"no ha vuelto a florecer por tanta lluvia","clima_afecta","floreciendo",-75.775491,1637.6,19.96,13.95110024,75,"templado",1.09,2.5,1729,"buen_suelo_para_el_cafe","inclinado",2,2,1741,18.3115942,86.75,18.58,1.28,"4",0,"Profundo","04Qc-67",10,6,10,"AQ6c","Piendamó",15,"TYPIC HAPLUDANDS",0,3,12.2,0,"CC-05","No pedregoso","Udico","Templado húmedo","Bien",64,"Q",67,0,"45998","AQCc","c","0.5 - 1","0,77 - 0,99","No salino","Baja",8,"AQ6",0,0,4,5,"Sin limitante",5.1,0,3466.779513,10,"1000-2000",10,"Suelo","No hay",19,"18-24",0,54.9,0,"Cauca",0,"Franco arenosa",19548,0,73,101382,"c(-76.5750252"," 2.7110865)",4.2093361,1637.6,899.074074074074,634
"233",230,230,"3645","secundaria_completa","aroma de campo","yes",4,"seguro","smart_phone","recomendaciones agricolas","calido",5,6.46,1620,4,1,1.2,"comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",8333.333333,"mensual","poda eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",5,5,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"nogal guamo arboles_frutales platano",4,4,"no ha vuelto a florecer por tanta lluvia","clima_afecta","floreciendo",-75.775491,1637.6,19.96,13.95110024,166,"calido",5,6.46,1620,"buen_suelo_para_el_cafe","inclinado",4,4,1637.6,13.95110024,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.775491"," 4.2093361)",4.2093361,1637.6,899.074074074074,634
"234",231,231,"2635","secundaria_completa","aroma de campo","yes",3,"seguro","smart_phone","recomendaciones agricolas","calido",2.5,6,1300,5,1,1.2,"comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",8333.333333,"semanal","ferti_plag_enfere deshierbe control_de_plagas_y_enfermedades eliminacion_de_chupones poda",5,5,4,"mancha_de_hierro",1,1,1,0,0,"castillo",1,1,"guamo eucaliptos cacao platano",4,4,"no floreció bien por el clima","clima_afecta","color_verde_intenso",-75.7716255,1434.6,20.93,16.49527959,167,"calido",2.5,6,1300,"buen_suelo_para_el_cafe","inclinado",4,4,1434.6,16.49527959,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7716255"," 4.2095763)",4.2095763,1434.6,1074.37037037037,841.259259259259
"235",232,232,"4655","secundaria_incompleta","ninguna","yes",2,"seguro","smart_phone","no uso mi telefono para esto","calido",2.5,2.5,1400,5,1.2,1.35,"comprado__mercado producido_en_la_finaca","dueno","10+","buen_suelo_para_el_cafe","con_pendientes_pronunciadas",6172.839506,"nunca","poda eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",5,5,1,"roya_amarilla",1,1,1,0,0,"vcolombia",1,1,"guamo",1,1,"poquita","poca","color_verde_intenso",-75.7912431,1572.400024,30.67,26.85164835,168,"calido",2.5,2.5,1400,"buen_suelo_para_el_cafe","con_pendientes_pronunciadas",1,1,1572.400024,26.85164835,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7912431"," 4.23902)",4.23902,1572.40002441406,613.666666666667,543
"236",233,233,"2635","secundaria_completa","ninguna","yes",3,"seguro","smart_phone","no uso mi telefono para esto","calido",2,2,1500,2,1.1,1.5,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","plano__recto",6060.606061,"nunca","deshierbe control_de_plagas_y_enfermedades control_de_la_erosion_del_suelo poda eliminacion_de_chupones",5,5,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"platano",1,1,"muy poquita","poca","color_verde_intenso",-75.7881846,1585.971436,27.04,23.6618123,169,"calido",2,2,1500,"buen_suelo_para_el_cafe","plano__recto",1,1,1585.971436,23.6618123,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7881846"," 4.2216138)",4.2216138,1585.97143554688,630.962962962963,541.592592592593
"237",234,234,"4655","secundaria_completa","ninguna","no",3,"seguro","smart_phone","no uso mi telefono para esto","calido",5,6,1400,5,1.2,1.2,"comprado__mercado producido_en_la_finaca","dueno","10+","buen_suelo_para_el_cafe","con_pendientes_pronunciadas",6944.444444,"mensual","poda ferti_plag_enfere deshierbe",3,3,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"guamo",1,1,"poquita","poca","color_verde_intenso",-75.8068177,1483.999512,23.22,23.1559633,170,"calido",5,6,1400,"buen_suelo_para_el_cafe","con_pendientes_pronunciadas",1,1,1483.999512,23.1559633,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.8068177"," 4.248483)",4.248483,1483.99951171875,569.62962962963,560.888888888889
